Location Name,Location Type,Destination City,Destination_pincode,Destination State,Latitude,Longitude,Volume,active_status,curr_hub,curr_lat,curr_lon,curr_destination
D.S.ENTERPRISES,Demand,NEW DELHI,110084,DELHI,28.7452629,77.2042188,1,0,0,0,0,"0,0"
ABITI  BELLA  ENTERPRISES,Demand,GURGAON,122003,HARYANA,28.4369353,77.1125599,2,0,0,0,0,"0,0"
MANNAT FASHION,Demand,AHMEDABAD,380018,GUJARAT,23.0392752,72.6209368,3,0,0,0,0,"0,0"
ACE ENTERPRISES,Demand,FARIDABAD,121002,HARYANA,28.4133333,77.3259334,3,0,0,0,0,"0,0"
VACHI CREATIONS,Demand,NEW DELHI,110085,DELHI,28.721119,77.101949,6,0,0,0,0,"0,0"
METIS EDUVENTURES PVT. LTD.,Demand,NEW DELHI,110096,DELHI,28.530871,77.2908193,4,0,0,0,0,"0,0"
GOOD CHOICE INDIA,Demand,NEW DELHI,110059,DELHI,28.6204891,77.0568062,0,0,0,0,0,"0,0"
RADHE PRODUCT,Demand,RAJKOT,360004,GUJARAT,22.2328699,70.7952438,1,0,0,0,0,"0,0"
Grand Choice Store,Demand,GHAZIABAD,201010,UTTAR PRADESH,28.6348034,77.3384825,1,0,0,0,0,"0,0"
MAHAGEETA CREATION,Demand,JAIPUR,302022,RAJASTHAN,26.7722834,75.856151,0,0,0,0,0,"0,0"
M/S SHIVI GARMENTS,Demand,GONDA,271001,UTTAR PRADESH,27.1363003,81.9582548,2,0,0,0,0,"0,0"
MODERN THE STATIONERY SHOP,Demand,MUMBAI,400008,MAHARASHTRA,18.9706917,72.8274323,3,0,0,0,0,"0,0"
DREAMLAND PUBLICATIONS,Demand,NEW DELHI,110015,DELHI,28.6526505,77.1368822,19,0,0,0,0,"0,0"
INNOVENT ECOM LLP,Demand,NEW DELHI,110041,DELHI,28.7366414,77.0342287,4,0,0,0,0,"0,0"
PSK EXPORTS,Demand,FARIDABAD,121003,HARYANA,28.4797095,77.3323399,3,0,0,0,0,"0,0"
rising star reteil,Demand,NEW DELHI,110027,DELHI,28.6560684,77.1188081,0,0,0,0,0,"0,0"
eComKaaj Global Trade,Demand,NEW DELHI,110027,DELHI,28.6417002,77.1224529,3,0,0,0,0,"0,0"
GURUKRUPA ENTERPRISE,Demand,AHMEDABAD,382350,GUJARAT,23.0554581,72.6651775,0,0,0,0,0,"0,0"
ACCESSORIES HUB,Demand,MUMBAI,400095,MAHARASHTRA,19.1858157,72.819052,2,0,0,0,0,"0,0"
Rishabh Impex,Demand,AHMEDABAD,380004,GUJARAT,23.0389383,72.5938642,1,0,0,0,0,"0,0"
SOCCER INTERNATIONAL PVT. LTD.,Demand,JALANDHAR,144021,PUNJAB,31.329358,75.5346714,15,0,0,0,0,"0,0"
ARANGERS RETAIL INDIA PRIVATE LIMITED,Demand,NEW DELHI,110031,DELHI,28.6480992,77.2745628,4,0,0,0,0,"0,0"
LAKSHITA ENTERPRISES,Demand,JAIPUR,302020,RAJASTHAN,26.8549135,75.7698529,2,0,0,0,0,"0,0"
BANUCHI FASHIONS,Demand,NEW DELHI,110018,DELHI,28.6519345,77.0940718,0,0,0,0,0,"0,0"
DHA AYURVEDA,Demand,NEW DELHI,110084,DELHI,28.7436377,77.193806,3,0,0,0,0,"0,0"
MATLEK LIVES PRIVATE LIMITED,Demand,GHAZIABAD,201010,UTTAR PRADESH,28.642684,77.3453639,3,0,0,0,0,"0,0"
M/S AADYA LIFE SCIENCES LLP,Demand,GHAZIABAD,201007,UTTAR PRADESH,28.6825368,77.3780874,2,0,0,0,0,"0,0"
SORICH ORGANICS PVT LTD,Demand,NEW DELHI,110092,DELHI,28.6394246,77.3109035,0,0,0,0,0,"0,0"
USHA ELECTRICALS,Demand,NEW DELHI,110032,DELHI,28.667216,77.285709,41,0,0,0,0,"0,0"
VIHAANA ENTERPRISE,Demand,AHMEDABAD,380009,GUJARAT,23.0257758,72.5721476,1,0,0,0,0,"0,0"
TARGET FABRICS,Demand,FARIDABAD,121010,HARYANA,28.4748512,77.2997718,0,0,0,0,0,"0,0"
Spring Art Creations,Demand,NEW DELHI,110085,DELHI,28.7088271,77.0947799,1,0,0,0,0,"0,0"
RADHEY SHYAM ENTERPRISES,Demand,NEW DELHI,110093,DELHI,28.691417,77.3001362,0,0,0,0,0,"0,0"
WIGGIES TRADERS,Demand,NEW DELHI,110042,DELHI,28.7581571,77.1370154,2,0,0,0,0,"0,0"
Yatika,Demand,MATHURA,281001,UTTAR PRADESH,27.4699887,77.6755784,5,0,0,0,0,"0,0"
Global Retail Ventures LLP,Demand,NOIDA,201301,UTTAR PRADESH,28.5997439,77.4565049,2,0,0,0,0,"0,0"
RADHIKA FASHION,Demand,SURAT,394101,GUJARAT,21.2395144,72.8714615,1,0,0,0,0,"0,0"
SBS ENTERPRISE,Demand,MUMBAI,400027,MAHARASHTRA,18.9736039,72.8349948,2,0,0,0,0,"0,0"
OM SURGICALS,Demand,BAHADURGARH,124507,HARYANA,28.7155174,76.8818739,2,0,0,0,0,"0,0"
POLO NATION,Demand,NEW DELHI,110042,DELHI,28.7324287,77.1442022,4,0,0,0,0,"0,0"
SHIVA TRADERS,Demand,NEW DELHI,110018,DELHI,28.635515,77.063687,2,0,0,0,0,"0,0"
SHREE WALL STICKERS,Demand,TIRUPPUR,641602,TAMIL NADU,11.1052651,77.3525419,4,0,0,0,0,"0,0"
Dr Kleenz Laboratories Private Limited,Demand,NEW DELHI,110092,DELHI,28.6302745,77.3004018,3,0,0,0,0,"0,0"
Aadvik Foods & Products Pvt. Ltd.,Demand,NEW DELHI,110092,DELHI,28.638096,77.305699,4,0,0,0,0,"0,0"
F n Me,Demand,NEW DELHI,110063,DELHI,28.6719872,77.1023104,3,0,0,0,0,"0,0"
YOJAN B ENTERPRISES,Demand,BAHADURGARH,124507,HARYANA,28.6911062,76.954224,2,0,0,0,0,"0,0"
SURASHAR CLOTHING PRIVATE LIMITED,Demand,MUMBAI,400067,MAHARASHTRA,19.1965291,72.8487165,3,0,0,0,0,"0,0"
ALKA TRADERS,Demand,NEW DELHI,110053,DELHI,28.6727083,77.2617342,3,0,0,0,0,"0,0"
EKTA TRADERS,Demand,BAHADURGARH,124507,HARYANA,28.6913756,76.9314064,0,0,0,0,0,"0,0"
NEELAM FASHION,Demand,JAIPUR,302029,RAJASTHAN,26.812314,75.7679666,5,0,0,0,0,"0,0"
NKARTA GLOBAL PRIVATE LIMITED,Demand,GHAZIABAD,201005,UTTAR PRADESH,28.6811299,77.3615137,0,0,0,0,0,"0,0"
PARVEEN KANSAL (HUF),Demand,NEW DELHI,110091,DELHI,28.5994667,77.2940286,1,0,0,0,0,"0,0"
bookstock,Demand,NEW DELHI,110092,DELHI,28.622422,77.2987524,2,0,0,0,0,"0,0"
SCONORG (OPC) PRIVATE LIMITED,Demand,AHMEDABAD,380008,GUJARAT,23.0011527,72.6022026,1,0,0,0,0,"0,0"
Lex Corp,Demand,TIRUPPUR,641652,TAMIL NADU,11.1568371,77.3084488,1,0,0,0,0,"0,0"
GOODWILL IMPEX LIMITED,Demand,JAIPUR,302022,RAJASTHAN,26.7818989,75.8457016,1,0,0,0,0,"0,0"
RAIONA,Demand,JAIPUR,302021,RAJASTHAN,26.8899329,75.7221104,0,0,0,0,0,"0,0"
VOYLLA FASHIONS PRIVATE LIMITED,Demand,JAIPUR,302022,RAJASTHAN,26.7722834,75.856151,1,0,0,0,0,"0,0"
Create A witty.INC,Demand,NEW DELHI,110034,DELHI,28.6942526,77.1384946,0,0,0,0,0,"0,0"
Kamdhenu Laboratories,Demand,JAIPUR,302001,RAJASTHAN,26.903615,75.779517,0,0,0,0,0,"0,0"
Portronics Digital Pvt. Ltd.,Demand,NEW DELHI,110061,DELHI,28.530579,77.0554149,0,0,0,0,0,"0,0"
HANSABEN RAJNIKANT THAKKAR,Demand,SURAT,395009,GUJARAT,21.1935519,72.7993383,0,0,0,0,0,"0,0"
Sikri Traders,Demand,HISSAR,125001,HARYANA,29.1570592,75.7397982,2,0,0,0,0,"0,0"
K G CORPORATION,Demand,AHMEDABAD,380026,GUJARAT,22.9945473,72.6291185,0,0,0,0,0,"0,0"
E MEGA MART INDIA,Demand,RAJKOT,360003,GUJARAT,22.333755,70.8502588,20,0,0,0,0,"0,0"
DS ENTERPRISES,Demand,NEW DELHI,110005,DELHI,28.651487,77.187874,0,0,0,0,0,"0,0"
MASTER SYNTHETIC MILLS,Demand,JAIPUR,302022,RAJASTHAN,26.7722834,75.856151,0,0,0,0,0,"0,0"
SACHIDANAND TRADING CO,Demand,NEW DELHI,110041,DELHI,28.6453412,77.0782142,1,0,0,0,0,"0,0"
Avilisto,Demand,NEW DELHI,110064,DELHI,28.63358,77.111084,0,0,0,0,0,"0,0"
Ruhani Fashion_Kunda_VL-VOI,Demand,NEW DELHI,110064,DELHI,28.6249263,77.1108882,1,0,0,0,0,"0,0"
CATURE SHIELD LLP,Demand,NOIDA,201301,UTTAR PRADESH,28.6209681,77.3811702,2,0,0,0,0,"0,0"
KANISHKA ENTERPRISE,Demand,SURAT,395010,GUJARAT,21.2125569,72.8894726,0,0,0,0,0,"0,0"
DURGA ENTERPRISES,Demand,NOIDA,201301,UTTAR PRADESH,28.6064185,77.3726961,0,0,0,0,0,"0,0"
UNIQUE TRADERS,Demand,MUMBAI,400015,MAHARASHTRA,18.9965509,72.8401293,1,0,0,0,0,"0,0"
HARE KRISHNA TRADING,Demand,SURAT,394107,GUJARAT,21.2432166,72.860181,0,0,0,0,0,"0,0"
MARK ENTERPRISE,Demand,SURAT,395010,GUJARAT,21.2126176,72.8775794,7,0,0,0,0,"0,0"
SHRINIDHI,Demand,MUMBAI,400067,MAHARASHTRA,19.2088571,72.8297272,0,0,0,0,0,"0,0"
NOVASATUM FOODS PRIVATE LIMITED,Demand,NOIDA,201306,UTTAR PRADESH,28.492557,77.4950062,0,0,0,0,0,"0,0"
TOZRI,Demand,SURAT,395010,GUJARAT,21.1915171,72.8829122,0,0,0,0,0,"0,0"
Pandey & Co.,Demand,GHAZIABAD,201012,UTTAR PRADESH,28.6542731,77.3645304,2,0,0,0,0,"0,0"
M S FASHION,Demand,NEW DELHI,110051,DELHI,28.6674622,77.2792191,0,0,0,0,0,"0,0"
SLS ENTERPRISES,Demand,JALANDHAR,144002,PUNJAB,31.3136247,75.5349485,0,0,0,0,0,"0,0"
KILANGI FASHIONS,Demand,JAIPUR,302029,RAJASTHAN,26.8117639,75.815076,0,0,0,0,0,"0,0"
SelectionWorld,Demand,NEW DELHI,110034,DELHI,28.6916999,77.1401125,3,0,0,0,0,"0,0"
ANKITA ENTERPRISES,Demand,NEW DELHI,110042,DELHI,28.7457653,77.107534,5,0,0,0,0,"0,0"
ONUS MARKETING,Demand,NEW DELHI,110035,DELHI,28.6924855,77.1573635,0,0,0,0,0,"0,0"
ANMOL INTERNATIONAL,Demand,JALANDHAR,144021,PUNJAB,31.3296028,75.5384351,3,0,0,0,0,"0,0"
Xcentax,Demand,NEW DELHI,110036,DELHI,28.8413369,77.1841372,20,0,0,0,0,"0,0"
Mu Enterprises,Demand,NEW DELHI,110086,DELHI,28.7334128,77.024665,0,0,0,0,0,"0,0"
AVINS STORE,Demand,NEW DELHI,110094,DELHI,28.7203701,77.271705,0,0,0,0,0,"0,0"
JUMBO DISTRIBUTORS,Demand,NEW DELHI,110095,DELHI,28.6746182,77.3116215,6,0,0,0,0,"0,0"
On9 Trading,Demand,SURAT,394101,GUJARAT,21.2368298,72.8845331,5,0,0,0,0,"0,0"
LOTUS OVERSEAS,Demand,JALANDHAR,144002,PUNJAB,31.3333246,75.5545585,2,0,0,0,0,"0,0"
S N ENTERPRISES,Demand,NEW DELHI,110034,DELHI,28.688153,77.131681,24,0,0,0,0,"0,0"
BR ENTERPRISES- Delhi,Demand,NEW DELHI,110045,DELHI,28.5989321,77.0890975,0,0,0,0,0,"0,0"
ISHA AGRO DEVELOPERS PVT. LTD.,Demand,MUMBAI,400067,MAHARASHTRA,19.2064582,72.8223987,3,0,0,0,0,"0,0"
SARTE ENTERPRISES,Demand,NEW DELHI,110094,DELHI,28.7249348,77.2817975,1,0,0,0,0,"0,0"
MAHADEV AGENCY,Demand,INDORE,452009,MADHYA PRADESH,22.7372011,75.8336785,0,0,0,0,0,"0,0"
FASHIONLIGHT TRADEX PRIVATE LIMITED,Demand,GURGAON,122017,HARYANA,28.5087415,77.0313401,1,0,0,0,0,"0,0"
SUKKHI ONLINE PRIVATE LIMITED,Demand,MUMBAI,400070,MAHARASHTRA,19.155567,72.949138,0,0,0,0,0,"0,0"
KESHAV AGENCIES,Demand,NEW DELHI,110035,DELHI,28.6723606,77.1555729,4,0,0,0,0,"0,0"
PINKY PARI,Demand,NEW DELHI,110051,DELHI,28.6461308,77.2830044,0,0,0,0,0,"0,0"
S L ENTERPRISES,Demand,NEW DELHI,110053,DELHI,28.69756,77.281301,1,0,0,0,0,"0,0"
RAGHAV KURTIS,Demand,JAIPUR,302029,RAJASTHAN,26.8191542,75.7799345,6,0,0,0,0,"0,0"
STYLE STONE LLP,Demand,NEW DELHI,110064,DELHI,28.614496,77.113051,2,0,0,0,0,"0,0"
ELEGARE BEAUTY PRIVATE LIMITED,Demand,MUMBAI,400013,MAHARASHTRA,18.9953091,72.8276983,8,0,0,0,0,"0,0"
GUTARGOO-Mundka-Tikri-VOI,Demand,NEW DELHI,110088,DELHI,28.7157194,77.1603796,0,0,0,0,0,"0,0"
EAGLE TRADERS,Demand,NEW DELHI,110092,DELHI,28.6425205,77.286847,0,0,0,0,0,"0,0"
SMATY CHAMP CREATIONS,Demand,NEW DELHI,110051,DELHI,28.6591439,77.2882833,3,0,0,0,0,"0,0"
PYRAMID FASHIONS,Demand,NEW DELHI,110052,DELHI,28.6975444,77.1604397,0,0,0,0,0,"0,0"
SAVING MART,Demand,NEW DELHI,110053,DELHI,28.678596,77.267525,12,0,0,0,0,"0,0"
ANAYA & SHANAYA GARMENTS,Demand,JAIPUR,302020,RAJASTHAN,26.8395386,75.7676363,0,0,0,0,0,"0,0"
Tasneem Abbas Morbiwala,Demand,MUMBAI,400003,MAHARASHTRA,18.9575374,72.8302503,0,0,0,0,0,"0,0"
FUNKY DEALZ INDIA,Demand,GHAZIABAD,201016,UTTAR PRADESH,28.6259785,77.4359952,0,0,0,0,0,"0,0"
VARSHA APPARELS,Demand,JAIPUR,302022,RAJASTHAN,26.7824869,75.8248003,1,0,0,0,0,"0,0"
UV ENTERPRISE,Demand,RAJKOT,360002,GUJARAT,22.2564225,70.7925189,0,0,0,0,0,"0,0"
KUNJ ENTERPRISE,Demand,SURAT,395008,GUJARAT,21.2105982,72.8420645,0,0,0,0,0,"0,0"
SONI IMITATION JEWELLERY,Demand,AHMEDABAD,382424,GUJARAT,23.117449,72.5704509,0,0,0,0,0,"0,0"
SANCHIT PACKAGING,Demand,NEW DELHI,110041,DELHI,28.679813,77.0692226,1,0,0,0,0,"0,0"
Unique one enterprise,Demand,MUMBAI,400024,MAHARASHTRA,19.0576744,72.8769543,3,0,0,0,0,"0,0"
Rajasthani Sarees,Demand,JAIPUR,302018,RAJASTHAN,26.8523837,75.7911145,0,0,0,0,0,"0,0"
Beebay Kids Apparels Pvt. Ltd.,Demand,FARIDABAD,121003,HARYANA,28.4346373,77.3073133,0,0,0,0,0,"0,0"
OKR FASHION KNITTS,Demand,TIRUPPUR,641602,TAMIL NADU,11.1104065,77.3213033,0,0,0,0,0,"0,0"
PRUTHA FESHION,Demand,SURAT,395006,GUJARAT,21.2248632,72.8997347,1,0,0,0,0,"0,0"
Ruhani Toys & Gift Gallery,Demand,GURGAON,122017,HARYANA,28.5011803,77.0338583,0,0,0,0,0,"0,0"
COLLECTION HOUSE,Demand,MATHURA,281004,UTTAR PRADESH,27.4901305,77.6477472,1,0,0,0,0,"0,0"
SEKHANI INDUSTRIES PVT LTD,Demand,AHMEDABAD,380015,GUJARAT,23.0297712,72.5290033,0,0,0,0,0,"0,0"
ELEEGANCE BAGS PRIVATE LIMITED,Demand,NEW DELHI,110088,DELHI,28.7224239,77.1481568,1,0,0,0,0,"0,0"
CHERRY ENTERPRISES,Demand,NEW DELHI,110034,DELHI,28.7012389,77.1296068,1,0,0,0,0,"0,0"
MEDSOURCE OZONE BIOMEDICALS PRIVATE LIMITED,Demand,NEW DELHI,110065,DELHI,28.5541775,77.2512917,3,0,0,0,0,"0,0"
R.S. CREATION,Demand,JAIPUR,302039,RAJASTHAN,26.9746187,75.7560682,23,0,0,0,0,"0,0"
AKIMA INTERNET PRIVATE LIMITED,Demand,GURGAON,122011,HARYANA,28.4185888,77.0857418,1,0,0,0,0,"0,0"
Gassy Enterprises,Demand,NEW DELHI,110084,DELHI,28.7310061,77.2233167,0,0,0,0,0,"0,0"
POONAM DESIGNER,Demand,SURAT,395010,GUJARAT,21.1947644,72.8491478,0,0,0,0,0,"0,0"
TRENDS ON WALL.,Demand,NEW DELHI,110041,DELHI,28.6668905,77.0610058,0,0,0,0,0,"0,0"
TIRTH ENTERPRISE,Demand,RAJKOT,360004,GUJARAT,22.2450403,70.8125814,0,0,0,0,0,"0,0"
rcshop,Demand,GHAZIABAD,201003,UTTAR PRADESH,28.6837807,77.4282341,1,0,0,0,0,"0,0"
LADY LUCK,Demand,SURAT,395010,GUJARAT,21.1803342,72.871782,0,0,0,0,0,"0,0"
EKDANTA ENTERPRISES,Demand,NEW DELHI,110087,DELHI,28.6720788,77.0902615,0,0,0,0,0,"0,0"
SK ENTERPRISES,Demand,MATHURA,281001,UTTAR PRADESH,27.4625432,77.6770474,0,0,0,0,0,"0,0"
SUNITA PUBLICATION,Demand,JAIPUR,302019,RAJASTHAN,26.8943481,75.7841949,0,0,0,0,0,"0,0"
VIRAAJ ENTERPRISES,Demand,NEW DELHI,110042,DELHI,28.7324287,77.1442022,21,0,0,0,0,"0,0"
MEHRA COMMUNICATION,Demand,NEW DELHI,110018,DELHI,28.6179459,77.3188016,0,0,0,0,0,"0,0"
KADAM CHEMICALS PRIVATE LIMITED,Demand,AHMEDABAD,382405,GUJARAT,22.9788265,72.5853463,4,0,0,0,0,"0,0"
SAUBHAGYE CREATIONS,Demand,GURGAON,122001,HARYANA,28.4610368,77.0098946,1,0,0,0,0,"0,0"
FASHION DUX,Demand,RAJKOT,360001,GUJARAT,22.2914439,70.800123,2,0,0,0,0,"0,0"
Conscious Retail,Demand,NEW DELHI,110034,DELHI,28.6996604,77.1395897,1,0,0,0,0,"0,0"
SAIKO KEISHO TRADE COMBINE,Demand,MUMBAI,400010,MAHARASHTRA,18.9640868,72.8449164,0,0,0,0,0,"0,0"
AKS TRADERS,Demand,BAHADURGARH,124505,HARYANA,28.7262758,76.8726148,5,0,0,0,0,"0,0"
NEVYA TRADING COMPANY,Demand,NEW DELHI,110085,DELHI,28.7233457,77.0834273,0,0,0,0,0,"0,0"
MOBIFUSION RETAILS PRIVATE LIMITED,Demand,GHAZIABAD,201005,UTTAR PRADESH,28.679464,77.3632071,0,0,0,0,0,"0,0"
LALISA ENTERPRISES,Demand,NEW DELHI,110053,DELHI,28.7009403,77.2721047,0,0,0,0,0,"0,0"
VANSH ENTERPRISES,Demand,BAHADURGARH,124507,HARYANA,28.6957549,76.9138873,0,0,0,0,0,"0,0"
AKSHARABSOLUTE,Demand,AHMEDABAD,382481,GUJARAT,23.0988414,72.5347926,0,0,0,0,0,"0,0"
GRAND WAYS,Demand,MUMBAI,400070,MAHARASHTRA,19.079235,72.879826,0,0,0,0,0,"0,0"
SHREERGB,Demand,JAIPUR,302039,RAJASTHAN,26.9517173,75.7690268,1,0,0,0,0,"0,0"
TERRA,Demand,MUMBAI,400027,MAHARASHTRA,18.9765649,72.8328079,6,0,0,0,0,"0,0"
CONNEDIT BUSINESS SOLUTIONS PRIVATE LIMITED,Demand,NEW DELHI,110085,DELHI,28.7061305,77.117876,0,0,0,0,0,"0,0"
ZEN IMPEX,Demand,FARIDABAD,121010,HARYANA,28.4948264,77.2913975,0,0,0,0,0,"0,0"
HASASI DENIM WEAR,Demand,MUMBAI,400060,MAHARASHTRA,19.138147,72.8508488,0,0,0,0,0,"0,0"
KOORIE RETAILS PRIVATE LIMITED,Demand,GHAZIABAD,201002,UTTAR PRADESH,28.6809383,77.447581,0,0,0,0,0,"0,0"
CONCEPTS INFOSYSTEMS,Demand,NEW DELHI,110005,DELHI,28.6595307,77.1728277,0,0,0,0,0,"0,0"
MESHA INTERNATIONAL,Demand,NEW DELHI,110040,DELHI,28.7886691,77.0593246,0,0,0,0,0,"0,0"
ISHAN TRADERS,Demand,GHAZIABAD,201005,UTTAR PRADESH,28.6705461,77.3367498,0,0,0,0,0,"0,0"
Net Retail,Demand,NEW DELHI,110053,DELHI,28.6926142,77.2767831,0,0,0,0,0,"0,0"
Shri Krishna Enterprises,Demand,MATHURA,281001,UTTAR PRADESH,27.5090203,77.6589815,3,0,0,0,0,"0,0"
SHRI BALAJI ENTERPRISES,Demand,NEW DELHI,110053,DELHI,28.6908184,77.2614061,0,0,0,0,0,"0,0"
MAHALAXMI ENTERPRISES,Demand,BAHADURGARH,124507,HARYANA,28.7146221,76.8778396,3,0,0,0,0,"0,0"
VAISHALI KAMALSINH JADEJA,Demand,VADODARA,390022,GUJARAT,22.3261879,73.216103,1,0,0,0,0,"0,0"
Royal Nature Land Pvt Ltd,Demand,MUMBAI,400067,MAHARASHTRA,19.2064582,72.8223987,0,0,0,0,0,"0,0"
ZAYDN SNEAKERS,Demand,NEW DELHI,110041,DELHI,28.664374,77.175671,2,0,0,0,0,"0,0"
Delhi deals hub,Demand,NEW DELHI,110032,DELHI,28.679294,77.27951,0,0,0,0,0,"0,0"
PNV Fashion Footwear,Demand,FARIDABAD,121003,HARYANA,28.4736907,77.3208417,0,0,0,0,0,"0,0"
SRI JAIN ENTERPRISES,Demand,JAIPUR,302018,RAJASTHAN,26.8055374,75.8070951,1,0,0,0,0,"0,0"
The R.B. Company,Demand,MUMBAI,400009,MAHARASHTRA,18.9564405,72.8405501,2,0,0,0,0,"0,0"
NARENDRA KUSHWAHA HUF,Demand,JAIPUR,302019,RAJASTHAN,26.8831232,75.7470374,1,0,0,0,0,"0,0"
FASHIONFELLA PRIVATE LIMITED,Demand,MUMBAI,400072,MAHARASHTRA,19.0548736,72.8868084,0,0,0,0,0,"0,0"
Friends N Company,Demand,NEW DELHI,110096,DELHI,28.58916,77.30214,4,0,0,0,0,"0,0"
AARJAV ENTERPRISE,Demand,NOIDA,201301,UTTAR PRADESH,28.6140494,77.3867149,2,0,0,0,0,"0,0"
GREAT INDIA ENTERPRISES,Demand,NEW DELHI,110052,DELHI,28.6746196,77.1801757,0,0,0,0,0,"0,0"
TOUCHSTONE TELESERVICES PRIVATE LIMITED,Demand,NEW DELHI,110041,DELHI,28.6821791,77.0426654,0,0,0,0,0,"0,0"
TIRANGA ENTERPRISE,Demand,AHMEDABAD,380001,GUJARAT,23.0328448,72.6003334,0,0,0,0,0,"0,0"
ONS GLOBAL,Demand,NEW DELHI,110086,DELHI,28.719939,77.0612933,4,0,0,0,0,"0,0"
KASHVI SAREES,Demand,SURAT,395002,GUJARAT,21.1894919,72.8442879,1,0,0,0,0,"0,0"
SOMI SALE E-COMMERCE PRIVATE LIMITED,Demand,VADODARA,390007,GUJARAT,22.3176455,73.1684834,1,0,0,0,0,"0,0"
Airen Herbals,Demand,SONIPAT,131001,HARYANA,28.9240465,77.1028668,9,0,0,0,0,"0,0"
NAVEEN ENTERPRISES,Demand,NEW DELHI,110081,DELHI,28.7318372,77.0283348,0,0,0,0,0,"0,0"
WHITE BUTTON,Demand,SURAT,395006,GUJARAT,21.219606,72.8716762,0,0,0,0,0,"0,0"
SALASAR INC.,Demand,NEW DELHI,110059,DELHI,28.612846,77.0426621,0,0,0,0,0,"0,0"
RHV ENTERPRISE PVT LTD,Demand,AHMEDABAD,380013,GUJARAT,23.0212285,72.5534122,0,0,0,0,0,"0,0"
HARE KRISHNA BEST TRADING,Demand,NEW DELHI,110094,DELHI,28.7150205,77.2579645,1,0,0,0,0,"0,0"
Ruchi & Sons Enterprises,Demand,NEW DELHI,110007,DELHI,28.6679084,77.1902732,7,0,0,0,0,"0,0"
K.S.STEEL,Demand,NEW DELHI,110052,DELHI,28.7002813,77.1655919,0,0,0,0,0,"0,0"
HUETRAP CLOTHING PRIVATE LIMITED,Demand,TIRUPPUR,641603,TAMIL NADU,11.1393929,77.3396212,4,0,0,0,0,"0,0"
M/S. DUMINAS,Demand,AHMEDABAD,382350,GUJARAT,23.0428918,72.6588462,0,0,0,0,0,"0,0"
KAY TENT INDUSTRIES,Demand,NEW DELHI,110064,DELHI,28.6304732,77.1269438,0,0,0,0,0,"0,0"
DESIGN INTIMA,Demand,GHAZIABAD,201102,UTTAR PRADESH,28.7855929,77.2680269,0,0,0,0,0,"0,0"
Kelectron technologies,Demand,RAJKOT,360005,GUJARAT,22.2876702,70.7626196,5,0,0,0,0,"0,0"
famous enterprises,Demand,MUMBAI,400009,MAHARASHTRA,18.958935,72.837424,4,0,0,0,0,"0,0"
ANA SALES,Demand,JALANDHAR,144001,PUNJAB,31.3271102,75.5917092,2,0,0,0,0,"0,0"
JDXONLINE SALE,Demand,NEW DELHI,110053,DELHI,28.7061067,77.2593312,0,0,0,0,0,"0,0"
GD INDIA,Demand,NEW DELHI,110094,DELHI,28.7272096,77.2769379,0,0,0,0,0,"0,0"
eBizMour Global Trade,Demand,NEW DELHI,110027,DELHI,28.6417002,77.1224529,0,0,0,0,0,"0,0"
IVIZ GLOBAL,Demand,GURGAON,122009,HARYANA,28.4657133,77.0867005,7,0,0,0,0,"0,0"
MIRAH BELLE NATURALS & APOTHECARY PRIVATE LIMITED,Demand,GURGAON,122001,HARYANA,28.4554726,77.0219019,1,0,0,0,0,"0,0"
Purvi Fashion,Demand,JAIPUR,302029,RAJASTHAN,26.8209094,75.7585797,0,0,0,0,0,"0,0"
NETCAM SOLUTION,Demand,AHMEDABAD,380008,GUJARAT,23.0001539,72.6111381,1,0,0,0,0,"0,0"
ACRON INCORPORATION,Demand,NEW DELHI,110052,DELHI,28.6746196,77.1801757,0,0,0,0,0,"0,0"
KHUSHAL SINGH INDER SINGH,Demand,YAMUNA NAGAR,135003,HARYANA,30.16229,77.3160629,1,0,0,0,0,"0,0"
UNISTAR SHOES PRIVATE LIMITED,Demand,BAHADURGARH,124507,HARYANA,28.685097,76.9513432,1,0,0,0,0,"0,0"
Arcylight Engineers,Demand,FARIDABAD,121004,HARYANA,28.3357466,77.3317349,0,0,0,0,0,"0,0"
viraj telecom,Demand,NEW DELHI,110042,DELHI,28.7317751,77.1431121,7,0,0,0,0,"0,0"
GREYGON COSMETICS LLP,Demand,NEW DELHI,110005,DELHI,28.6507581,77.1925257,2,0,0,0,0,"0,0"
SMART SHOPPEE RETAILS,Demand,YAMUNA NAGAR,135003,HARYANA,30.168713,77.302981,1,0,0,0,0,"0,0"
I WAY TRADING ENTERPRISE LLP,Demand,SURAT,395004,GUJARAT,21.2419197,72.818125,2,0,0,0,0,"0,0"
FLAGBEARER,Demand,GURGAON,122001,HARYANA,28.477012,77.002945,0,0,0,0,0,"0,0"
Sukhvilas Fashion,Demand,SURAT,395006,GUJARAT,21.2125569,72.8894726,0,0,0,0,0,"0,0"
SOAMI IMPEX,Demand,NEW DELHI,110018,DELHI,28.6533552,77.1021903,6,0,0,0,0,"0,0"
YASH ENTERPRISE,Demand,SURAT,395004,GUJARAT,21.2377359,72.8287754,1,0,0,0,0,"0,0"
Leather Line,Demand,NEW DELHI,110030,DELHI,28.7583314,77.1441771,0,0,0,0,0,"0,0"
SAREE MALL,Demand,SURAT,395010,GUJARAT,21.190439,72.8775693,0,0,0,0,0,"0,0"
